,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
365,shimoda,42,JP,1643614390,66,34.6667,138.95,9.2,3.43
366,newport,100,GB,1643614609,68,51.5877,-2.9984,8.08,9.05
367,olinda,40,BR,1643614609,69,-8.0089,-34.8553,27.85,2.57
368,tura,25,IN,1643614609,34,25.5198,90.2201,20.95,2.38
369,itupiranga,100,BR,1643614610,98,-5.1347,-49.3267,24.18,0.6
370,lata,1,PT,1643614610,48,40.1629,-8.3327,1.23,1.78
371,dhidhdhoo,21,MV,1643614446,76,6.8833,73.1,27.56,3.91
372,valparaiso,0,CL,1643614610,78,-33.0393,-71.6273,18.6,1.54
373,asyut,66,EG,1643614611,50,27.181,31.1837,10.1,7.1
374,kostroma,100,RU,1643614611,93,57.7708,40.9344,-4.16,5.38
375,tocopilla,18,CL,1643614611,68,-22.092,-70.1979,18.73,0.58
376,kalmunai,63,LK,1643614611,70,7.4167,81.8167,28.01,6.48
377,chuy,1,UY,1643614316,89,-33.6971,-53.4616,20.17,4.15
378,moron,21,AR,1643614612,84,-34.6534,-58.6198,20.86,3.13
379,katangli,100,RU,1643614612,91,51.7102,143.2326,-11.79,8.34
380,saint-augustin,31,CA,1643614612,95,51.226,-58.6502,-20.57,2.46
381,sijunjung,95,ID,1643614612,71,-0.6876,100.9537,29.05,1.44
382,krasnoselkup,100,RU,1643614612,93,65.7,82.4667,-13.2,5.24
383,gushikawa,100,JP,1643614613,58,26.3544,127.8686,16.77,5.66
384,rumuruti,99,KE,1643614613,44,0.267,36.5389,21.61,3.26
385,mecca,100,SA,1643614613,72,21.4267,39.8261,18.3,2.26
386,riverton,0,US,1643614384,61,40.5219,-111.9391,2.43,3.13
387,rylsk,100,RU,1643614613,97,51.5655,34.6822,-0.56,6.28
388,lindi,28,TZ,1643614613,74,-10.0,39.7167,28.52,1.5
389,onega,100,RU,1643614614,93,63.9061,38.1404,-9.93,3.1
390,yatou,41,CN,1643614614,46,37.15,122.3833,2.08,7.86
391,monrovia,37,LR,1643614614,85,6.3005,-10.7969,23.87,1.64
392,sakakah,100,SA,1643614614,42,29.9697,40.2064,11.76,7.97
393,gamboma,99,CG,1643614614,53,-1.8764,15.8644,29.59,2.6
394,sorland,40,NO,1643614615,86,67.667,12.6934,1.04,5.66
395,tonantins,96,BR,1643614615,97,-2.8731,-67.8022,22.09,1.15
396,santa cruz de la palma,13,PH,1643614598,71,17.486,120.4348,30.01,3.03
397,xuddur,100,SO,1643614615,36,4.1213,43.8894,28.78,8.63
398,choix,33,MX,1643614615,45,26.7092,-108.3219,14.39,1.76
399,svetlaya,0,RU,1643614615,69,46.5389,138.3297,-10.69,4.42
400,lompoc,100,US,1643614616,90,34.6391,-120.4579,12.18,0.0
401,solnechnyy,98,RU,1643614616,99,50.7214,136.6319,-20.17,2.25
402,valle de allende,100,NO,1643614616,95,59.2126,7.5356,-5.96,0.77
403,huarmey,100,PE,1643614616,91,-10.0681,-78.1522,20.62,2.7
404,myaundzha,98,RU,1643614616,93,63.0494,147.1858,-20.88,1.89
405,chumikan,100,RU,1643614617,76,54.7183,135.315,-15.06,7.9
406,hudiksvall,32,SE,1643614617,90,61.729,17.1036,-8.96,2.89
407,biharamulo,100,TZ,1643614617,92,-2.6319,31.3089,17.59,3.25
408,egvekinot,47,RU,1643614617,64,66.3167,-179.1667,-17.39,4.51
409,ulladulla,87,AU,1643614617,84,-35.35,150.4667,25.5,3.71
410,neiafu,100,TO,1643614617,74,-18.65,-173.9833,26.86,4.83
411,camacari,25,BR,1643614617,95,-12.6975,-38.3242,27.87,0.45
412,santa maria,13,PH,1643614598,71,17.486,120.4348,30.01,3.03
413,lamar,0,US,1643614618,49,33.6668,-95.5836,10.85,2.57
414,charters towers,100,US,1643614618,84,38.5736,-83.4333,-2.06,0.31
415,lakes entrance,75,US,1643614618,84,61.6071,-149.3086,-8.55,2.57
416,gizo,32,SB,1643614618,74,-8.103,156.8419,28.57,2.22
417,cortez,0,US,1643614619,73,37.3489,-108.5859,1.34,2.57
418,cache creek,0,US,1643614619,77,41.7494,-111.7502,-3.0,1.54
419,hervey bay,100,US,1643614619,52,33.4982,-93.7771,8.25,1.62
420,sabzevar,0,IR,1643614619,33,36.2126,57.6819,5.6,0.0
421,kualakapuas,100,ID,1643614503,53,-3.0091,114.3876,27.09,2.23
422,yulara,75,AU,1643614619,100,-25.2406,130.9889,23.91,5.14
423,sambava,100,MG,1643614619,57,-14.2667,50.1667,30.06,4.39
424,cuiluan,100,CN,1643614620,89,47.72,128.648,-14.33,0.83
425,makakilo city,20,US,1643614620,68,21.3524,-158.0865,22.06,1.54
426,tezu,1,IN,1643614620,30,27.9167,96.1667,21.82,1.89
427,liusha,100,CN,1643614620,85,27.2098,108.59,1.92,2.06
428,revda,92,RU,1643614620,90,56.801,59.9303,-12.55,0.69
429,dingzhou,0,CN,1643614621,22,38.5131,114.9956,5.06,6.35
430,saint-georges,20,GD,1643614621,83,12.0564,-61.7485,25.82,6.17
431,sibolga,100,ID,1643614622,74,1.7427,98.7792,28.57,2.16
432,yanam,1,IN,1643614445,34,16.7333,82.2167,29.22,1.74
433,natal,20,BR,1643614622,78,-5.795,-35.2094,27.12,4.12
434,price,0,US,1643614622,63,39.5994,-110.8107,0.23,1.54
435,statesboro,0,US,1643614622,75,32.4488,-81.7832,6.89,2.06
436,hay river,100,GB,1643614622,87,52.0705,-3.1274,7.58,9.48
437,zhangjiakou,23,CN,1643614539,51,40.81,114.8794,-8.33,8.37
438,veraval,0,IN,1643614623,49,20.9,70.3667,25.63,4.04
439,peniche,0,PT,1643614623,89,39.3558,-9.3811,11.52,3.26
440,deputatskiy,100,RU,1643614623,100,69.3,139.9,-29.95,0.41
441,kushmurun,100,KZ,1643614624,96,52.4503,64.6311,-3.44,8.47
442,naze,0,JP,1643614464,58,28.3667,129.4833,12.51,6.72
443,tyup,67,KG,1643614624,77,42.7276,78.3648,-2.94,0.74
444,jalu,44,LY,1643614624,50,29.0331,21.5482,13.34,5.53
445,kisiwani,100,TZ,1643614624,89,-4.1333,37.95,22.21,1.03
446,athabasca,100,CA,1643614625,95,54.7169,-113.2854,-7.94,6.99
447,karpathos,40,GR,1643614625,62,35.507,27.2132,13.98,10.29
448,aitape,100,PG,1643614625,87,-3.1374,142.3475,25.4,6.33
449,takoradi,51,GH,1643614625,75,4.8845,-1.7554,26.11,1.58
450,kisumu,100,KE,1643614625,83,-0.1022,34.7617,20.89,1.03
451,san quintin,6,ML,1643614551,13,13.3034,-4.8956,22.2,4.85
452,ulaangom,98,MN,1643614626,94,49.9811,92.0667,-26.65,1.35
453,asuncion,0,PY,1643614626,69,-25.3007,-57.6359,23.83,0.0
454,qinhuangdao,93,CN,1643614627,67,39.9317,119.5883,-1.09,5.45
455,saint-francois,100,FR,1643614627,93,46.4154,3.9054,4.69,4.12
456,swan hill,90,PH,1643614627,95,18.2242,121.3791,21.58,1.97
457,amahai,87,ID,1643614627,67,-3.3333,128.9167,29.68,6.7
458,fatehpur,0,IN,1643614627,33,25.9333,80.8,23.42,1.95
459,manggar,100,ID,1643614627,62,-2.8833,108.2667,29.62,3.75
460,ihosy,2,MG,1643614628,36,-22.4,46.1167,27.67,4.42
461,ewa beach,100,ID,1643614628,77,-8.6235,122.5073,25.52,5.83
462,laguna,0,US,1643614629,83,38.421,-121.4238,11.16,0.45
463,sohag,4,EG,1643614630,44,26.557,31.6948,11.16,7.01
464,pandan,100,PH,1643614616,84,14.0453,124.1694,25.89,6.77
465,nchelenge,100,ZM,1643614630,93,-9.3451,28.734,19.56,3.19
466,grootfontein,75,NA,1643614630,94,-19.5667,18.1167,18.76,4.12
467,standish,100,US,1643614630,96,43.9831,-83.9589,-4.94,0.46
468,vernon,42,CA,1643614631,82,50.2581,-119.2691,0.45,4.02
469,bull savanna,100,LR,1643614631,100,6.1992,-10.2829,23.84,2.57
470,villazon,100,BO,1643614632,84,-22.0866,-65.5942,8.71,3.12
471,mataram,100,ID,1643614438,76,-8.5833,116.1167,31.45,4.01
472,alice springs,100,US,1643614632,85,27.7523,-98.0697,17.95,4.12
473,comodoro rivadavia,100,BR,1643614632,98,-13.6631,-59.7858,19.53,2.73
474,ankang,99,CN,1643614633,34,32.68,109.0172,10.64,2.61
475,portland,75,US,1643614634,88,45.5234,-122.6762,6.03,0.45
476,humaita,100,BR,1643614634,99,-7.5061,-63.0208,22.08,1.06
477,niihama,30,JP,1643614634,44,33.9593,133.3167,10.38,4.31
478,almeirim,97,BR,1643614634,98,-1.5233,-52.5817,21.96,1.17
479,rocha,1,UY,1643614634,89,-34.4833,-54.3333,19.07,5.07
480,puteyets,88,RU,1643614634,94,65.1716,57.091,-14.76,2.69
481,tczew,100,PL,1643614635,100,54.0924,18.7779,0.5,3.61
482,goderich,100,CA,1643614635,79,43.7501,-81.7165,-2.27,4.12
483,mombetsu,20,JP,1643614570,53,44.3525,143.3525,-7.3,5.66
484,wanning,100,CN,1643614635,89,18.8003,110.3967,21.03,4.3
485,pascagoula,0,US,1643614635,98,30.3658,-88.5561,9.29,0.0
486,shafranovo,64,RU,1643614636,94,53.9667,54.7667,-4.86,3.49
487,christchurch,79,NZ,1643614375,73,-43.5333,172.6333,19.39,2.24
488,west bay,100,US,1643614637,61,31.8024,-97.0917,11.67,1.34
489,mabaruma,66,GY,1643614637,99,8.2,-59.7833,20.68,1.05
490,mashhad,20,IR,1643614607,61,36.297,59.6062,8.08,2.06
491,firozpur jhirka,0,IN,1643614420,26,30.9167,74.6,19.12,1.06
492,vestmannaeyjar,100,IS,1643614638,60,63.4427,-20.2734,0.77,6.47
493,maragogi,15,BR,1643614638,84,-9.0122,-35.2225,25.03,2.27
494,gunjur,87,GM,1643614638,77,13.2019,-16.7339,19.04,2.57
495,porto de moz,0,PT,1643614603,70,41.1496,-8.611,4.73,0.45
496,nezhinka,100,RU,1643614638,86,51.7676,55.3694,-1.91,5.0
497,sena madureira,6,TH,1643614639,33,14.327,100.4043,37.85,5.82
498,chara,34,RU,1643614639,97,56.9064,118.2631,-26.72,0.57
499,korneuburg,75,AT,1643614639,69,48.35,16.3333,4.18,1.03
500,necochea,9,AR,1643614639,48,-38.5473,-58.7368,15.44,6.71
501,riyadh,0,SA,1643614231,33,24.6877,46.7219,16.03,6.69
502,knysna,8,ZA,1643614640,60,-34.0363,23.0471,24.21,2.53
503,koungheul,65,SN,1643614640,15,13.9833,-14.8,23.26,3.31
504,oudtshoorn,46,ZA,1643614640,41,-33.5907,22.2014,22.2,1.18
505,nehe,13,CN,1643614640,92,48.4833,124.8333,-16.57,1.08
506,yambio,94,SS,1643614640,15,4.5721,28.3955,29.17,3.67
507,tecoanapa,29,MX,1643614641,85,16.5167,-98.75,23.46,1.7
508,douentza,0,ML,1643614641,14,14.9951,-2.9517,22.75,2.04
509,qaqortoq,100,GL,1643614641,72,60.7167,-46.0333,-4.32,5.06
510,hasaki,1,JP,1643614525,27,35.7333,140.8333,9.05,3.81
511,marawi,100,PH,1643614641,90,7.9986,124.2928,24.25,2.07
512,udachnyy,66,RU,1643614641,100,66.4167,112.4,-34.41,1.48
513,morgan city,0,US,1643614641,93,39.7167,-90.2168,-5.05,0.0
514,ballina,75,AU,1643614642,77,-28.8667,153.5667,29.1,4.12
515,iranshahr,0,IR,1643614642,40,27.2025,60.6848,20.19,0.0
516,sesvete,0,HR,1643614643,73,45.8311,16.1164,4.82,2.06
517,chimbote,100,PE,1643614643,92,-9.0853,-78.5783,20.06,1.58
518,kruisfontein,63,ZA,1643614415,44,-34.0033,24.7314,27.71,2.4
519,fomboni,31,KM,1643614643,71,-12.28,43.7425,28.19,2.95
520,sungaipenuh,87,ID,1643614643,73,-2.0833,101.3833,24.84,0.91
521,gimli,79,CA,1643614644,79,50.6336,-96.9907,-10.99,3.09
522,trelleborg,100,SE,1643614644,77,55.3751,13.1569,1.97,1.77
523,sistranda,100,NO,1643614644,72,63.7256,8.834,-1.02,5.34
524,impfondo,51,CG,1643614644,18,1.6381,18.0667,30.21,2.02
525,belfort,100,FR,1643614522,96,47.6333,6.8667,6.02,6.54
526,heihe,16,CN,1643614645,89,50.2441,127.4902,-10.68,1.04
527,honningsvag,40,NO,1643614645,69,70.9821,25.9704,-2.14,4.12
